Content,Date_Posted,Date_Replied,Date_of_Experience,Name,Ratings,Reply,Review,Title
"Stripe closed my account after facial ID verification. After I appealed, my account was verified again. However, after a week, my account was closed again. Their inconsistent account closures have made me lose patience and a sense of security. Can you still trust Stripe? Their support team is overwhelmed, and they only use AI to reply to messages. They only take a few seconds to review your account. You cannot expect respect from Stripe. Their customer base is too large, so I am giving up on Stripe.",2023-03-19T06:07:10.000Z,2023-03-19T06:32:53.000Z,"March 19, 2023",pdfsf,Rated 1 out of 5 stars,"Hi there! We'd like to review your account to see if we can resolve the issue. Please feel free to send us an email at heretohelp@stripe.com, with your details, and we'll be happy to investigate.",1,Stripe has caused huge losses to my business.
"had a terrible experience with Stripe payments recently. Despite following all of the rules and regulations, my account was suddenly closed without any clear explanation. I was extremely disappointed and frustrated with the service I received.",2023-03-18T15:52:37.000Z,2023-03-18T15:59:53.000Z,"March 17, 2023",Nour E,Rated 1 out of 5 stars,"Hi there, we're incredibly sorry the experience has been less than positive here. We'd like to take a second look at your account from our end. Please email us directly at heretohelp@stripe.com using the same email address associated with your account, and we'll follow up as soon as possible.",2,had a terrible experience with Stripe…
"Stripe is like a Silicon Valley bank. At the beginning, they didn't respond to my messages. They held a large amount of my funds, and now my account has been closed. Stripe has not responded to me at all. I hope that Stripe can re-evaluate my account and give me another chance.",2023-03-18T10:37:24.000Z,2023-03-18T13:03:28.000Z,"March 18, 2023",BCGS,Rated 1 out of 5 stars,"Hi, we're very sorry to hear this. We would like to look into this for you. Please email us at heretohelp@stripe.com, and we will investigate further.",1,Stripe is like a Silicon Valley bank
"I've booked tickets for today's event from ticket tailor but later asked for a refund. It was booked on Feb 17th but later the refund was requested may be around 24th Feb, but until now the refund was not issued. The event is today and as I won't be going this might never come back to me. ",2023-03-18T09:53:13.000Z,2023-03-18T13:00:26.000Z,"February 24, 2023",Abhijith ,Rated 1 out of 5 stars,"Hi there! Stripe processes online payments for thousands of businesses across the web. It appears that you may have made a purchase from one of these businesses processing with us. Unfortunately, we aren't able to initiate a refund for the charge corresponding to that purchase. Please reach out to Ticket Tailor directly to get the information about your order and/or the refund.",5,No refund given by stripe
"Stripe decided to close my account for absolutely no reason. They said that there is ""fraudulent payments"" on my account. My chargeback rate is low, the business is in good shape, but they still decide to close the account. But this is not the worse part. They refunded over 3000€ to the customers for no reason. We had already shipped their orders so we lost the cost of goods sold + the marketing budget. There is still 9000€ on the account and they refuse to send it to me. THey say that the money will stay on the account. It has been placed on reserve for an undefined period of time. This is a total scam. Be careful with this company. They are stealing your money. So if someone from the stripe team is reading this review, contact me and send me my money as soon as possible, or at least give my a date of payout because what you are doing is illegal. If you can solve my problem quickly, I will have to contact my lawyer to fix this, it will take time and money, for the same result, so just make it easier and transfer the money now. Thank you",2023-03-18T09:18:01.000Z,2023-03-18T12:54:05.000Z,"January 31, 2023",Marie Laure,Rated 1 out of 5 stars,Hi Marie. We understand your frustration and want to do another review of your account. Please email us at heretohelp@stripe.com using the same email address associated with your account.,1,Stripe is stealing my money !!!
Scam with the refund,2023-03-17T14:21:52.000Z,2023-03-17T14:50:19.000Z,"March 17, 2023",Corfu Vespa Tours&Rental,Rated 1 out of 5 stars,"Hi there. We understand your frustration. Unfortunately, Stripe's processing fees from the original transaction will not be returned in case of a refund.",1,Scam with the refund Fee
Great product!,2023-03-17T11:51:43.000Z,2023-03-17T12:25:01.000Z,"March 01, 2023",Stephen C.,Rated 5 out of 5 stars,Hi Stephen. We appreciate you taking the time to share your review and nice words with the Stripe community! ,14,Great product! 🇮🇪
"Total crap company, im pressing charges against this.",2023-03-22T09:45:25.000Z,2023-03-18T04:34:10.000Z,"March 16, 2023",Hakar Mahmoud,Rated 1 out of 5 stars,"Hi Hakar—you should've received an email following the investigation. Unfortunately, we are unable to continue supporting your business.",11,TOTAL SCAM COMPANY!
They accused me of fraud from trying to take a payment from years ago. They have banned me from using the service even though I never had 1 single successful transaction. This is absolutely a no human involved false account block stripe could CARE less about fixing. Why do they still take my $11 for a transfer fee but then accuse me of fraud? This is nonsense and I NEED to use stripe for business. now you are making false accusations and slandering my business by accusing me of being an illegal fraudster with 0 proof.,2023-03-15T18:35:02.000Z,NA,"March 15, 2023",Patrick Gonzalez,Rated 1 out of 5 stars,NA,3,They accused me of fraud from trying to…
Stripe scammed me they closed my account and got my payment more than 6 months and they dont pay. Do not trust this company. They steal my funds,2023-03-15T18:00:59.000Z,NA,"September 15, 2022",Michael,Rated 1 out of 5 stars,NA,3,Stripe scammed me they closed my…
Super fast and amazing customer support team.,2023-03-15T06:02:12.000Z,2023-03-15T06:21:47.000Z,"March 14, 2023",Swastik India Journeys,Rated 5 out of 5 stars,Thank you for sharing your positive experience with our support!,1,Super fast and amazing customer support…
"We have used Stripe for our membership payment gateway and are now moving to a new client platform that does not integrate with Stripe. It is very disappointing and short sighted that they are so slow and unprofessional when it comes to migrating/exporting our client financial data. We would have been inclined to have used them across other business  interests and recommend them to others, but not any more. Like I said short sighted by them for being so difficult when it comes to migrating away from their platform.",2023-03-15T02:49:14.000Z,2023-03-15T03:18:06.000Z,"March 08, 2023",Chris,Rated 1 out of 5 stars,"Hi Chris—we're incredibly sorry the experience has been less than positive here. We'd like to take a second look at your account from our end. Please email us directly at heretohelp@stripe.com, and we'll follow up as soon as possible.",2,Short sighted and unprofessional..
"Shameful, I haven't received a response of updates for a week. stripe continues to steal money from their customers, they blocked my account without specifying the otive, they keep responding with automatic emails always the same. after 12,000€ of stock I find myself blocked for you. my lawyer will do his. shameful unblock my account I have everything in order demonstrable",2023-03-15T00:40:45.000Z,NA,"March 11, 2023",Alessandro Drovetti,Rated 1 out of 5 stars,NA,2,"Shameful, stripe continues to steal my and my clients' money. i'm suing you."
Customer and Client First,2023-03-14T21:26:19.000Z,2023-03-15T02:54:21.000Z,"March 14, 2023",Jennifer J,Rated 5 out of 5 stars,"Thank you for the 5-stars, Jennifer!",1,Customer and Client First
"I'm using the ACH/Bank payment feature for processing tenant rent payments and it just takes so long from the tenant initiating payment for things to be cleared up and the transaction notes are not clear. I'm often unclear if I need to do something, if I need to request for the client to do something, or if we are waiting on something from the client's bank. It makes for lots of extra checking and tenant questions while the payment is processing. For now, it's the cheapest and only option that integrates with our Novo bank but I hope for improvements or a new option from the bank in the future. I may switch banks in the future if that remains the best option.",2023-03-14T20:16:00.000Z,2023-03-15T02:52:37.000Z,"March 01, 2023",Chrystal H,Rated 2 out of 5 stars,"Hi Chrystal—ACH Direct Debit is a reusable, delayed notification payment method. This means that it can take up to 4 business days to receive acknowledgement of their success or failure. ",1,ACH/Bank feature confusing
